City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Matara,5.9485,80.5353,29.87,59,74,1.21,LK,1613456263
Launceston,-41.45,147.1667,24.0,43,11,4.63,AU,1613456263
Morant Bay,17.8815,-76.4093,26.0,78,20,7.72,JM,1613456263
Harlingen,26.1906,-97.6961,-2.78,83,0,3.58,US,1613456263
Shaoguan,24.8,113.5833,23.84,54,42,1.55,CN,1613456263
Labuhan,-6.8844,112.2051,29.08,74,48,4.9,ID,1613456263
Udachny,66.4167,112.4,-29.48,82,91,1.84,RU,1613456263
Mwinilunga,-11.7358,24.4293,19.5,76,86,1.47,ZM,1613456263
Mongar,27.2747,91.2396,15.8,43,16,2.48,BT,1613456264
Cooma,-36.2333,149.1333,22.0,49,40,4.12,AU,1613456264
Olafsvik,64.8945,-23.7142,5.08,81,100,6.73,IS,1613456264
Sunnyside,46.3237,-120.0087,-4.44,86,90,1.54,US,1613456264
Alibag,18.6411,72.8792,27.0,69,40,4.12,IN,1613456264
Caimito,8.8123,-75.4107,24.4,89,41,2.55,CO,1613456264
Fairbanks,64.8378,-147.7164,-14.44,78,90,0.61,US,1613456264
Pokhvistnevo,53.6524,52.1274,-23.26,89,19,2.19,RU,1613456264
Harstad,68.799,16.5293,-4.44,92,0,0.51,NO,1613456264
Teya,60.3778,92.6267,-11.81,93,100,1.81,RU,1613456265
Guacamayas,18.0167,-102.2167,17.29,85,0,1.97,MX,1613456265
Plettenberg Bay,-34.0527,23.3716,16.81,71,72,0.07,ZA,1613456265
Dali,25.7,100.1833,17.34,30,0,2.5,CN,1613456265
Marawi,7.9986,124.2928,26.11,88,99,4.47,PH,1613456265
Prince Rupert,54.3161,-130.3201,2.0,93,90,2.06,CA,1613456265
Aktau,43.65,51.2,-2.0,93,90,10.0,KZ,1613456265
Podstepki,53.5151,49.1355,-22.0,84,0,3.0,RU,1613456265
Mossamedes,-15.1961,12.1522,23.63,70,74,0.94,AO,1613456266
Saint-Joseph,-21.3667,55.6167,30.0,62,94,5.66,RE,1613456266
Merauke,-8.4667,140.3333,28.09,81,86,5.78,ID,1613456266
Arrondissement d'Issoudun,47.0,1.8333,2.0,93,0,2.72,FR,1613456266
Tarakan,3.3,117.6333,30.0,74,40,2.06,ID,1613456266
Parkes,-33.1333,148.1833,30.0,34,85,2.68,AU,1613456266
Kadirli,37.3739,36.0961,11.36,88,99,1.61,TR,1613456266
Clyde River,70.4692,-68.5914,-32.0,75,0,1.03,CA,1613456267
Omsukchan,62.5333,155.8,-24.95,87,100,2.41,RU,1613456267
Sharjah city,25.3573,55.4033,20.0,88,75,2.06,AE,1613455989
Medvezh'yegorsk,62.9167,34.4667,-16.8,93,94,3.4,RU,1613456267
Le Port,-20.9373,55.2919,25.0,88,90,3.6,RE,1613456267
Avera,33.194,-82.5271,16.0,88,90,4.63,US,1613456267
Arrondissement de Parthenay,46.6667,-0.4167,7.22,81,100,1.34,FR,1613456268
Acapulco de Juárez,16.8634,-99.8901,20.63,77,4,2.49,MX,1613456268
Solnechnyy,50.7214,136.6319,-13.84,92,100,10.25,RU,1613456268
Brigham City,41.5102,-112.0155,1.11,93,75,1.54,US,1613456268
Prome,18.8167,95.2167,32.78,19,0,2.29,MM,1613456268
Xiaoweizhai,26.1903,107.5125,10.62,83,95,1.91,CN,1613456268
Araouane,18.9048,-3.5265,18.67,27,69,6.47,ML,1613456268
Tekkali,18.6167,84.2333,30.66,33,0,4.42,IN,1613456269
Camiri,-20.05,-63.5167,19.2,92,39,1.32,BO,1613456269
Madimba,-10.4,40.3333,26.0,94,75,7.72,TZ,1613456269
Port Hedland,-20.3167,118.5667,32.0,66,90,5.66,AU,1613456269
Maniitsoq,65.4167,-52.9,-15.91,82,34,3.03,GL,1613456269
Kargasok,59.0556,80.8572,-13.13,93,97,4.7,RU,1613456269
Bilma,18.6853,12.9164,14.62,44,0,7.91,NE,1613456269
Nowa Dęba,50.4297,21.7508,-6.67,92,100,2.57,PL,1613456270
Fort-Shevchenko,44.5086,50.263,-2.23,96,100,14.47,KZ,1613456270
La Sarre,48.8002,-79.1996,-25.08,89,29,1.71,CA,1613456103
Kiryat Gat,31.61,34.7642,13.89,100,87,3.26,IL,1613456270
La Ronge,55.1001,-105.2842,-24.0,77,0,1.03,CA,1613456270
Sioux Lookout,50.1001,-91.917,-29.0,69,1,1.03,CA,1613456270
Māngrol,21.1167,70.1167,24.1,56,0,2.39,IN,1613456270
Tutin,42.9903,20.3314,-10.28,84,61,2.2,RS,1613456271
Grand Gaube,-20.0064,57.6608,27.78,79,96,2.24,MU,1613456271
Vila Franca do Campo,37.7167,-25.4333,12.22,76,40,5.14,PT,1613456271
Puerto Madryn,-42.7692,-65.0385,14.24,68,0,7.66,AR,1613456271
Lavrentiya,65.5833,-171.0,-26.07,85,0,5.1,RU,1613456271
Paredon,16.0333,-93.8667,22.28,73,1,4.5,MX,1613456271
Severobaykal'sk,55.65,109.3167,-21.81,81,12,1.12,RU,1613456271
Río Gallegos,-51.6226,-69.2181,10.0,43,0,1.03,AR,1613456271
Chapais,49.7834,-74.8492,-28.0,76,1,1.54,CA,1613456260
Srandakan,-7.9386,110.2506,30.42,66,8,3.42,ID,1613456272
Koulikoro,14.0,-7.75,18.81,23,18,1.81,ML,1613456272
Kouango,4.9934,19.9619,23.61,49,100,0.86,CF,1613456272
Vila,42.0304,-8.1588,11.67,82,98,12.52,PT,1613456272
Pochutla,15.7432,-96.4661,19.44,83,7,1.3,MX,1613456272
Itsukaichi,35.7253,139.2178,15.0,17,1,5.14,JP,1613456272
Kirakira,-10.4544,161.9205,29.56,72,56,1.56,SB,1613456272
Vrangel',42.7297,133.0839,-10.39,85,73,11.55,RU,1613456273
Āsosa,10.0667,34.5333,25.67,19,45,3.52,ET,1613456273
Margate,51.3813,1.3862,8.33,79,100,1.79,GB,1613456127
Ovalle,-30.5983,-71.2003,12.23,85,0,0.51,CL,1613456273
Morón,-34.6534,-58.6198,18.89,91,96,1.34,AR,1613456091
Mawlaik,23.6333,94.4167,32.11,17,0,1.1,MM,1613456273
Port Macquarie,-31.4333,152.9167,25.56,68,30,0.89,AU,1613456273
Kavieng,-2.5744,150.7967,29.81,70,59,4.78,PG,1613456273
Yola,9.2,12.4833,22.27,21,3,0.89,NG,1613456273
Hue,16.4667,107.6,25.0,69,20,4.12,VN,1613456126
Rizhao,35.4275,119.4553,5.91,57,0,6.75,CN,1613456274
Luba,3.4568,8.5547,24.0,100,20,1.48,GQ,1613456274
Port Augusta,-32.5,137.7667,36.67,17,37,4.12,AU,1613456274
Atbasar,51.8,68.3333,-4.31,98,100,4.31,KZ,1613456225
Port Lincoln,-34.7333,135.8667,27.62,38,42,4.37,AU,1613456274
Sur,22.5667,59.5289,25.85,49,0,2.83,OM,1613456274
Kapoeta,4.7717,33.5903,32.37,25,99,11.39,SS,1613456274
Nome,64.5011,-165.4064,-15.0,66,1,2.57,US,1613456275
Tevaitoa,-16.7833,-151.5,27.02,71,100,5.86,PF,1613456275
Santa Cruz de la Sierra,-17.8,-63.1667,22.0,94,40,4.63,BO,1613456069
Saint-Louis,16.3333,-15.0,22.34,20,73,4.18,SN,1613456275
Husavik,66.0449,-17.3389,3.0,81,20,3.09,IS,1613456275
Agadez,19.75,10.25,12.5,54,0,5.7,NE,1613456275
Bose,45.4612,8.0137,0.0,71,20,0.56,IT,1613456275
Alofi,-19.0595,-169.9187,26.0,89,100,1.03,NU,1613456118
Novopokrovka,49.8425,36.5477,-12.0,85,75,1.28,UA,1613456276
Ust'-Ilimsk,58.0006,102.6619,-18.41,88,100,3.27,RU,1613456276
Uspenka,48.3903,39.1619,-9.01,88,13,3.19,UA,1613456276
San Vicente,-26.6167,-54.1333,17.46,92,16,0.35,AR,1613456276
Zawadzkie,50.605,18.4847,-5.0,82,97,1.34,PL,1613456276
Bāndarban,22.1965,92.2262,31.39,17,0,2.47,BD,1613456276
Pedasí,7.5333,-80.0333,25.26,85,67,1.45,PA,1613456276
Creetown,54.9015,-4.3792,9.0,81,40,8.75,GB,1613456276
Sulangan,11.1373,123.7228,27.27,74,86,6.27,PH,1613456277
Thohoyandou,-22.9456,30.485,18.15,93,100,4.73,ZA,1613456277
Ambon City,-3.6954,128.1814,32.0,55,40,4.12,ID,1613456277
Brazzaville,-4.2658,15.2832,25.0,83,40,5.66,CG,1613456139
Akçakoca,41.0866,31.1162,0.58,89,100,3.27,TR,1613456041
Okitipupa,6.5047,4.7839,24.11,98,54,0.96,NG,1613456277
Key Largo,25.0865,-80.4473,25.56,80,53,0.45,US,1613456277
Baijiantan,45.6333,85.1833,-6.53,90,45,0.79,CN,1613456277
Lompoc,34.6391,-120.4579,12.0,87,90,2.57,US,1613456254
Potiskum,11.7091,11.0694,19.06,25,0,5.32,NG,1613456278
Brae,60.3964,-1.353,7.0,93,90,12.86,GB,1613456278
Skibbereen,51.55,-9.2667,7.0,93,40,6.69,IE,1613456278
Arrifes,37.7667,-25.7,12.22,76,40,5.14,PT,1613456234
Evensk,61.95,159.2333,-13.11,85,96,3.15,RU,1613456278
Barra dos Coqueiros,-10.9089,-37.0386,27.0,78,75,2.57,BR,1613456278
Shrewsbury,52.7101,-2.7521,10.0,71,90,4.63,GB,1613456278
Atambua,-9.1061,124.8925,27.13,78,100,3.87,ID,1613456278
Rome,43.2128,-75.4557,-3.89,86,90,3.09,US,1613456279
Sokoni,-6.4333,39.55,28.0,74,40,5.14,TZ,1613456279
Ushiku,35.9667,140.1333,16.67,20,20,5.14,JP,1613456279
Towada,40.6127,141.2067,-1.0,69,75,11.32,JP,1613456279
Nouadhibou,20.931,-17.0347,19.44,46,48,7.9,MR,1613456279
Antigonish,45.6169,-61.9986,-4.44,80,99,0.88,CA,1613456103
Črnomelj,45.5711,15.1889,-0.56,80,0,0.9,SI,1613456279
Kapit,2.0167,112.9333,32.07,54,75,0.89,MY,1613456279
Honiara,-9.4333,159.95,28.92,74,96,1.75,SB,1613456118
Kumul,42.8,93.45,6.59,50,0,0.37,CN,1613456280
Comodoro Rivadavia,-45.8667,-67.5,15.0,63,0,1.54,AR,1613456280
Kulhudhuffushi,6.6221,73.07,27.24,67,67,3.33,MV,1613456280
San Luis,-33.295,-66.3356,16.19,81,3,3.37,AR,1613456116
Caravelas,-17.7125,-39.2481,24.96,79,100,3.55,BR,1613456280
Miaga,12.2376,123.8167,27.75,69,69,6.17,PH,1613456280
Cap-aux-Meules,47.3821,-61.8597,-5.0,86,100,1.03,CA,1613456280
College,64.8569,-147.8028,-14.44,78,90,0.73,US,1613456280
Ranong,9.9658,98.6348,34.0,46,75,4.12,TH,1613456043
Baracoa,20.3467,-74.4958,24.51,85,42,2.22,CU,1613456281
Rawson,-43.3002,-65.1023,13.46,67,0,6.7,AR,1613456281
Richards Bay,-28.783,32.0377,22.07,72,100,9.94,ZA,1613456169
Statesville,35.7826,-80.8873,2.0,100,90,2.06,US,1613456205
Punta Alta,-38.8759,-62.0736,15.07,69,100,4.24,AR,1613456281
Elko,41.0002,-115.5012,3.0,56,90,4.63,US,1613456103
Tayoltita,24.0833,-105.9333,11.0,78,51,1.11,MX,1613456282
Chino Valley,34.7575,-112.4538,5.56,38,90,5.14,US,1613456282
Gordeyevka,52.9569,31.9703,-21.67,92,96,1.18,RU,1613456282
San Juan,-31.5375,-68.5364,22.23,55,87,5.76,AR,1613456282
Dzilam González,21.2833,-88.9333,21.29,87,90,3.23,MX,1613456282
Tulu Bolo,8.6667,38.2167,17.47,32,73,1.77,ET,1613456282
Qorveh,35.1664,47.8045,10.29,47,45,6.45,IR,1613456283
Smithers,54.7804,-127.1743,-9.0,92,90,1.03,CA,1613456283
Trelew,-43.249,-65.3051,13.14,65,0,6.06,AR,1613456283
Zanjān,36.6736,48.4787,12.0,58,20,8.23,IR,1613456163
Vathy,38.4,23.6,0.56,86,75,4.12,GR,1613456283
Benjamín Hill,30.1667,-111.1,10.56,60,33,0.45,MX,1613456283
Gigant,46.5066,41.3419,-6.35,96,100,4.86,RU,1613456283
Grindavik,63.8424,-22.4338,3.0,87,75,6.17,IS,1613456284
Grenfell,-33.9,148.1667,27.76,40,68,5.21,AU,1613456284
Impfondo,1.6381,18.0667,23.75,85,100,1.4,CG,1613456284
Saint-Paul,-21.0096,55.2707,25.0,88,90,3.6,RE,1613456284
Boa Vista,2.8197,-60.6733,25.0,69,0,5.14,BR,1613456169
Répcelak,47.4211,17.018,-1.0,55,75,2.06,HU,1613456065
Koszalin,54.1944,16.1722,-5.0,73,87,5.07,PL,1613456284
Lagoa,39.05,-27.9833,13.9,67,57,10.15,PT,1613456285
Korenovsk,45.4686,39.4519,-7.0,86,90,6.0,RU,1613456285
Oddur,4.1213,43.8894,24.72,60,25,8.1,SO,1613456285
Viedma,-40.8135,-62.9967,11.07,70,100,1.17,AR,1613456285
Ketchikan,55.3422,-131.6461,1.0,93,90,1.54,US,1613456285
Kandrian,-6.2167,149.55,31.5,62,58,3.88,PG,1613456285
Kjøpsvik,68.097,16.3742,-5.0,92,0,0.51,NO,1613456285
Kimberley,-28.7323,24.7623,16.0,63,0,5.14,ZA,1613456285
Jizan,17.3333,42.6667,26.0,73,15,3.6,SA,1613456283
Ghanzi,-21.5667,21.7833,18.74,45,87,5.72,BW,1613456286
Sibolga,1.7427,98.7792,31.22,55,60,2.49,ID,1613456031
Bulawayo,-20.15,28.5833,18.92,93,100,5.81,ZW,1613456286
Robertsport,6.7533,-11.3686,26.13,87,99,1.6,LR,1613456286
Makakilo City,21.3469,-158.0858,24.0,83,1,2.06,US,1613456286
Redlands,34.0556,-117.1825,12.22,62,90,1.54,US,1613456286
Weyburn,49.6668,-103.8511,-22.0,71,78,7.2,CA,1613456103
